Humor about New Years;male;0marAhmed;Humor;0;I'll take down my Jeff Foxworthy shrine #NewYearsResolution;NaN;2014-12-31T13:49:00;2014-12-31;5,50409E+17;Brandon, Fl;FL;NaN;South
Get a tattoo;female;elenakinmotion;Personal Growth;1;My #NewYearsResolution to give up #onlinedating #datingadvice #singlelife #amwriting http://t.co/l8xE23oNpG;NaN;2014-12-31T13:49:00;2014-12-31;5,50409E+17;New York;NY;Eastern Time (US & Canada);Northeast
Be more positive;female;kaitlyngaas;Personal Growth;2;RT @HaylaKartman: cite more academic journals in casual everyday arguments:  #NewYearsResolution;NaN;2014-12-31T13:49:00;2014-12-31;5,50408E+17;New York, New York;NY;Eastern Time (US & Canada);Northeast
Humor about Family/Friends/Relationships Resolutions;male;suckaducka707;Humor;0;#NewYearsResolution Buy 2 Russian mail order brides. Gotta love groupon.;NaN;2014-12-31T13:49:00;2014-12-31;5,50408E+17;Bay Area, California, Earth ;CA;Pacific Time (US & Canada);West
Other;male;EricLaValle;Finance;0;Win several lotteries. #NewYearsResolution;NaN;2014-12-31T13:49:00;2014-12-31;5,50408E+17;Minnesota;MN;Central Time (US & Canada);Midwest
Humor about Family/Friends/Relationships Resolutions;female;BryttAnn;Humor;0;When you dream your best friends with @MileyCyrus #lifegoals #NewYearsResolution #MileyCyrus;NaN;2014-12-31T13:49:00;2014-12-31;5,50408E+17;Vermont;VT;Quito;Northeast
Be better at keeping in touch with loved ones or friends;male;mpeezy82;Family/Friends/Relationships;1;@getoneword LOVE 1 Corinthians 13:4 #NewYearsEve #NewYearsResolution _??_???;NaN;2014-12-31T13:48:00;2014-12-31;5,50408E+17;Detroit,Michigan ;MI;NaN;Midwest
Eat Less Sugar;male;TrippyJoe75;Health & Fitness;0;This year, I resolve to chew Grizzly Mint and drink Diet Coke frequently. #NewYearsResolution;NaN;2014-12-31T13:48:00;2014-12-31;5,50408E+17;Detroit, MI;MI;Hawaii;Midwest
Update my wardrobe;male;EricLaValle;Personal Growth;0;Become the kind of person who buys all their clothes off the clearance section of the Settlers of Catan online store. #NewYearsResolution;NaN;2014-12-31T13:48:00;2014-12-31;5,50408E+17;Minnesota;MN;Central Time (US & Canada);Midwest
Humor about Health and Fitness Resolutions;female;kaitlynleighs;Humor;1;RT @terra_nicole: To finish a shampoo and conditioner bottle at the same time #NewYearsResolution;NaN;2014-12-31T13:47:00;2014-12-31;5,50408E+17;Denton, TX ;TX;NaN;South
Humor about Recreation and Leisure Resolutions;male;suckaducka707;Humor;0;#NewYearsResolution Go back to using my motorola startac flip phone. No trace.;NaN;2014-12-31T13:47:00;2014-12-31;5,50408E+17;Bay Area, California, Earth ;CA;Pacific Time (US & Canada);West
Get dream job;male;AlexHerbst25;Career;0;#NYE2015 Resolution #20 - Get a job after college that I will enjoy and make a difference in people??s lives with. #NewYearsResolution;NaN;2014-12-31T13:47:00;2014-12-31;5,50408E+17;Plymouth, New Hampshire;NH;Eastern Time (US & Canada);Northeast
Manage debt;male;suckaducka707;Finance;0;#NewYearsResolution Increase my debt.;NaN;2014-12-31T13:46:00;2014-12-31;5,50408E+17;Bay Area, California, Earth ;CA;Pacific Time (US & Canada);West
Other;male;yeti_detective;Personal Growth;0;#NewYearsResolution learn to say, Me too, guys! In as many languages as possible.;NaN;2014-12-31T13:46:00;2014-12-31;5,50408E+17;The Space Coast;FL;Central Time (US & Canada);South
Spend more time on my hobby;male;MarioRod767;Recreation & Leisure;0;I swear I can't end #2015 without visiting #London.... #NewYearsResolution;NaN;2014-12-31T13:46:00;2014-12-31;5,50408E+17;Los Angeles.;CA;Pacific Time (US & Canada);West
Other;male;NiMF245;Family/Friends/Relationships;0;#NewYearsResolution 6. Don't steal your best friends girl.;NaN;2014-12-31T13:45:00;2014-12-31;5,50408E+17;Chicago, Illinois;IL;NaN;Midwest
Focus on my self;female;katlynletrieze;Personal Growth;0;#NewYearsResolution is to have less allergic reactions to corn #ThisStopsToday;[38.91581267, -77.00736702];2014-12-31T13:45:00;2014-12-31;5,50407E+17;Washington, DC;DC;Pacific Time (US & Canada);South
Save money;female;mostephlove;Finance;0;#NewYearsResolution Take a penny, leave a penny.;NaN;2014-12-31T13:45:00;2014-12-31;5,50407E+17;Los Angeles, CA;CA;NaN;West
Other;female;minnesotaqueenB;Personal Growth;0;???@princesss_bb: Gotta set the bar high #NewYearsResolution _?? http://t.co/LC1DoMApBc??Actually doing this;NaN;2014-12-31T13:45:00;2014-12-31;5,50407E+17;MINNESNOTA  ????;MN;NaN;Midwest
Try new things;female;Sarah_Mannon;Personal Growth;0;In my 26 years of life, I've lost enough time to cowardice. This year I will be fearless enough to push my limits. #2015 #NewYearsResolution;NaN;2014-12-31T13:45:00;2014-12-31;5,50407E+17;Magnolia, TX;TX;NaN;South
Respect Others;male;akashp6072;Personal Growth;0;Next year I will spend my New Years Eve in DUBAI #ForSure #20ThingsIWantFor2015 #NewYearsResolution;NaN;2014-12-31T13:45:00;2014-12-31;5,50407E+17;Oklahoma city USA;OK;NaN;South
Be more positive;male;douglogue;Personal Growth;1;A little motivation for writing more in 2015: http://t.co/BMNP4lipVz via @sarahkpeck #NewYearsResolution;NaN;2014-12-31T13:44:00;2014-12-31;5,50407E+17;Tampa, FL;FL;Eastern Time (US & Canada);South
Respect Others;male;Issacsworldd;Personal Growth;0;My #NewYearsResolution is to become closer with god.;NaN;2014-12-31T13:43:00;2014-12-31;5,50407E+17;hillsville;VA;Atlantic Time (Canada);South
Humor about not Keeping Resolutions;female;Lo_Ofy;Humor;0;If I believed in #NewYearsResolution (s), mine would be to give a shit. Genuinely, figuratively,  and literally.;NaN;2014-12-31T13:42:00;2014-12-31;5,50407E+17;Seattle;WA;Pacific Time (US & Canada);West
Make more time for friends;male;albertoarchulet;Family/Friends/Relationships;0;@jamesmaslow my #NewYearsResolution is for you to follow me one day I hope u do. #boyrusher.;NaN;2014-12-31T13:42:00;2014-12-31;5,50407E+17;Rocky Mount, North Carolina;NC;Pacific Time (US & Canada);South
Spend more time on my hobby;male;suckaducka707;Recreation & Leisure;0;#NewYearsResolution from the 1999. Go to college and play baseball.;NaN;2014-12-31T13:41:00;2014-12-31;5,50406E+17;Bay Area, California, Earth ;CA;Pacific Time (US & Canada);West
Humor about Health and Fitness Resolutions;male;ShadeTreeJacob;Humor;0;@pewdiepie: #newyearsresolution become less perfect @phoebesmusic  Same.;NaN;2014-12-31T13:41:00;2014-12-31;5,50406E+17;Lexington, Tennessee;TN;Mountain Time (US & Canada);South
Be more positive;female;XxDarkAngelQtxX;Personal Growth;0;New Years resolution: get what I want this year, follow my heart and dreams, become better then u... #NewYearsResolution;NaN;2014-12-31T13:41:00;2014-12-31;5,50406E+17;Ohio;OH;NaN;Midwest
Humor about Helping Others Resolutions;female;TaraBethIdaho;Humor;0;#NewYearsResolution 3:Be less addicted to social media.Hahaha just kidding.;NaN;2014-12-31T13:41:00;2014-12-31;5,50406E+17;Moscow, Idaho;ID;Pacific Time (US & Canada);West
Respect Others;female;genaxjove;Personal Growth;1;RT @APadeken: Starting yesterday, I don't put up with disrespect. #NewYearsResolution;NaN;2014-12-31T13:40:00;2014-12-31;5,50406E+17;o'ahu;HI;Hawaii;West
Focus on my self;male;BrandonTuley53;Personal Growth;1;#NewYearsResolution get big as shit;NaN;2014-12-31T13:40:00;2014-12-31;5,50406E+17;Boulder, Colorado;CO;Mountain Time (US & Canada);West
Gossip Less;male;suckaducka707;Personal Growth;0;#NewYearsResolution if I was a rapper. See past the haters, ball out and fuck bitches.;NaN;2014-12-31T13:40:00;2014-12-31;5,50406E+17;Bay Area, California, Earth ;CA;Pacific Time (US & Canada);West
Humor about Career Resolutions;male;bodheenyc;Humor;0;#NewYearsResolution is to stop looking at salads and vegetables as if they carry Ebola and finally break in Jordan's I got for Xmas in 2009;NaN;2014-12-31T13:40:00;2014-12-31;5,50406E+17;New York City;NY;NaN;Northeast
Stop/Quit Drinking;male;RossTombs;Health & Fitness;0;The urge for me to drink tequila is real #NewYearsResolution #exit109;NaN;2014-12-31T13:40:00;2014-12-31;5,50406E+17;Radford;VA;NaN;South
Acheive My Goals;female;SHAdams;Personal Growth;0;Don't let your dreams languish. Wake up and walk in your purpose! ~ #LifeUntapped #NewYearsResolution;NaN;2014-12-31T13:39:00;2014-12-31;5,50406E+17;Richmond, Virginia ~ #RVA;VA;Eastern Time (US & Canada);South
Humor about not Resolutions in general;male;GregFightsGames;Humor;2;#newyearsresolution find a resolution;NaN;2014-12-31T13:39:00;2014-12-31;5,50406E+17;Austin Texas;TX;Central Time (US & Canada);South
Go to the gym more;female;sprinkles_09;Health & Fitness;0;Doctors appointment on Tuesday......yaaaayyyy #NewYearsResolution;NaN;2014-12-31T13:39:00;2014-12-31;5,50406E+17;Dallas, TX;TX;Central Time (US & Canada);South
Other;male;3Deej;Recreation & Leisure;1;Res #127243 play more video games #NewYearsResolution;[37.32903183, -121.9840537];2014-12-31T13:39:00;2014-12-31;5,50406E+17;Santa Clara, California;CA;Pacific Time (US & Canada);West
Try new things;male;KRAYZ5150;Personal Growth;0;@The_Deeter You're a true inspiration to the kids! #NewYearsResolution is to be more like Mr. Deeter! #GoBeavs #GoBooze;NaN;2014-12-31T13:38:00;2014-12-31;5,50406E+17;PDX;OR;NaN;West
Improve my attitude;male;DonovanTroi;Personal Growth;1;RT @AlanSanchez: In 2015 I want to be a awesome as @DonovanTroi #NewYearsResolution #truth;NaN;2014-12-31T13:38:00;2014-12-31;5,50406E+17;Antioch, California;CA;Arizona;West
Respect Others;female;UnspokenBreski;Personal Growth;0;Loving me more and doing the best for me. #NewYearsResolution;NaN;2014-12-31T13:38:00;2014-12-31;5,50406E+17;Greenville;SC;America/New_York;South
Other;male;heartsindigital;Humor;0;#NewYearsResolution Taste the inside of your moms mouth.;NaN;2014-12-31T13:38:00;2014-12-31;5,50406E+17;texas;TX;Central Time (US & Canada);South
Excersize More;female;Godvato__;Health & Fitness;0;#newyearsresolution to lose weight _???;NaN;2014-12-31T13:38:00;2014-12-31;5,50406E+17;new york city;NY;Eastern Time (US & Canada);Northeast
Spend more time with family;female;shellz_woo;Family/Friends/Relationships;0;@WDBJ7 complain less, be more thankful and relax more with family &amp;friends #NewYearsResolution #2015;NaN;2014-12-31T13:37:00;2014-12-31;5,50406E+17;Lynchburg VA;VA;Central Time (US & Canada)
Be more positive;female;UnspokenBreski;Personal Growth;0;Being the best and over coming obstacles without stressing . #NewYearsResolution;NaN;2014-12-31T13:37:00;2014-12-31;5,50405E+17;Greenville;SC;America/New_York;South
Spend less time on Facebook;female;Amanda_Cast_;Personal Growth;1;#NewYearsResolution stop getting hit in the face with shit.;NaN;2014-12-31T13:37:00;2014-12-31;5,50405E+17;Elba, NY;NY;Eastern Time (US & Canada);Northeast
Eat healthier;female;dalilah_heather;Health & Fitness;0;@parksandrecnbc: Fewer trips to Paunch Burger. #NewYearsResolution http://t.co/RBaLc5726S;NaN;2014-12-31T13:37:00;2014-12-31;5,50405E+17;pennslvania;PA;Eastern Time (US & Canada);Northeast
Other;male;AndrewCharz;Personal Growth;0;#NewYearsResolution give no fucks;NaN;2014-12-31T13:36:00;2014-12-31;5,50405E+17;East Haven, Connecticut ;CT;Central Time (US & Canada);Northeast
Eat healthier;male;CamOnAir;Health & Fitness;0;Thought of a #resolution after all. No fast food in 2015. #NewYearsResolution;NaN;2014-12-31T13:36:00;2014-12-31;5,50405E+17;Ashland, KY / Huntington, WV ;KY;Eastern Time (US & Canada);South
Spend more time with family;male;awaitingfrost;Family/Friends/Relationships;5;Resolution 11Use less salt on your wounds#NewYearsResolution;NaN;2014-12-31T13:35:00;2014-12-31;5,50405E+17;New York;NY;NaN;Northeast
Humor about Personal Growth and Interests Resolutions;male;k9_krunchies;Humor;0;I will not look at furry porn in public. #NewYearsResolution;NaN;2014-12-31T13:35:00;2014-12-31;5,50405E+17;Redondo Beach, Los Angeles;CA;Pacific Time (US & Canada);West
Humor about New Years;male;RipperSoftball;Humor;0;@JazEalexander my 2015 #NewYearsResolution is to come up with resolutions for 2016.;NaN;2014-12-31T13:35:00;2014-12-31;5,50405E+17;Bucks County, PA;PA;Eastern Time (US & Canada);Northeast
Read more books;male;briantheriot;Personal Growth;0;Get high happy New Years #newyearsresolution http://t.co/X0S3zlhWdM;NaN;2014-12-31T13:34:00;2014-12-31;5,50405E+17;Encino, CA;CA;Alaska;West
Other;female;BatShitCrazy8;Recreation & Leisure;0;#NewYearsResolution ---&gt; listen to more @radiohead and @thomyorke each day. Might as well stick to what I know I can accomplish!;NaN;2014-12-31T13:32:00;2014-12-31;5,50404E+17;Atlanta, Georgia;GA;NaN
Improve my attitude;male;IvanOfficial007;Personal Growth;1;#NewYearsResolution Never give up;NaN;2014-12-31T13:32:00;2014-12-31;5,50404E+17;Los Angeles;CA;NaN;West
Humor about Family/Friends/Relationships Resolutions;male;suckaducka707;Humor;0;#NewYearsResolution Bring the cartel and the mafia together for one big pizza party.;NaN;2014-12-31T13:31:00;2014-12-31;5,50404E+17;Bay Area, California, Earth ;CA;Pacific Time (US & Canada);West
Other;male;CaryBayless;Personal Growth;0;My #NewYearsResolution is to eat it every Mexican restaurant in Chattanooga.;NaN;2014-12-31T13:31:00;2014-12-31;5,50404E+17;Auburn, Alabama;AL;Central Time (US & Canada);South
Humor about New Years;female;wiggintonj;Humor;0;Oh.. This is ironic. #NewYearsResolution http://t.co/UMAAUwg7a5;NaN;2014-12-31T13:31:00;2014-12-31;5,50404E+17;Atlanta Ga;GA;Atlantic Time (Canada);South
Learn better time management practices;female;CecilyTynan;Time Management/Organization;2;Is it a bad thing that my big #NewYearsResolution is to finish sending out my 2014 Christmas cards? #catchingup;NaN;2014-12-31T13:31:00;2014-12-31;5,50404E+17;Philadelphia, PA;PA;Central Time (US & Canada);Northeast
Humor about Family/Friends/Relationships Resolutions;female;_iam_caitlin;Humor;1;RT @serenashortcake: Be more Blair be less Dan #NewYearsResolution;NaN;2014-12-31T13:31:00;2014-12-31;5,50404E+17;vegas;NV;NaN;West
Be more positive;female;jhooty58;Personal Growth;0;#NewYearsResolution Bring more smiles than frowns or tears to faces around me. Be happy! _??_;NaN;2014-12-31T13:30:00;2014-12-31;5,50404E+17;Dallas, TX;TX;NaN;South
Be more positive;female;cecilydarcy;Personal Growth;1;My #NewYearsResolution is to never stop loving with everything I've got, even though it sometimes ends up hurting me. #heartonmysleeve;NaN;2014-12-31T13:30:00;2014-12-31;5,50404E+17;Woolton, PA;PA;NaN;Northeast
Drink Less Caffine;female;CFiggss;Health & Fitness;0;RT @parksandrecnbc: Fewer trips to Paunch Burger. #NewYearsResolution http://t.co/gNJmFES2Qi --- Lol;NaN;2014-12-31T13:30:00;2014-12-31;5,50404E+17;Republic of Brooklyn, New York;NY;Hawaii;Northeast
Improve my body;male;suckaducka707;Health & Fitness;0;#NewYearsResolution Check myself befoooo I wreck myself.;NaN;2014-12-31T13:30:00;2014-12-31;5,50404E+17;Bay Area, California, Earth ;CA;Pacific Time (US & Canada);West
Have more patience;male;DevonLucie;Personal Growth;1;Just said on @NewsChannel8 w/@MikeConneen my #NewYearsResolution to be more patient/loving in 2015, what about you? http://t.co/6IyKk0zzYz;NaN;2014-12-31T13:30:00;2014-12-31;5,50404E+17;Washington D.C.;DC;Eastern Time (US & Canada);South
Clean something;male;brendankirby81;Time Management/Organization;0;My #NewYearsResolution is twofold: to start wearing a monocle and to quit misplacing my yoga mat. #Goals;NaN;2014-12-31T13:29:00;2014-12-31;5,50404E+17;RI;RI;Eastern Time (US & Canada);Northeast
Read more books;female;IsNotCassi;Personal Growth;0;Less horrible screaming matches of inadequacy in my head. And stop reading half a book before I lem it. Waste of life. #NewYearsResolution;NaN;2014-12-31T13:28:00;2014-12-31;5,50403E+17;Charlotte, NC;NC;NaN;South
Humor about not Resolutions in general;female;SanaSaeed;Humor;1;#NewYearsResolution Finally put the lotion in the basket;NaN;2014-12-31T13:28:00;2014-12-31;5,50403E+17;San Francisco;CA;Eastern Time (US & Canada);West
Humor about Health and Fitness Resolutions;male;A89Figueroa;Humor;1;RT @ETrickett815: #NewYearsResolution stay fat;NaN;2014-12-31T13:28:00;2014-12-31;5,50403E+17;Boston, Ma;MA;Eastern Time (US & Canada);Northeast
Humor about Personal Growth and Interests Resolutions;male;76Gordon;Humor;0;My New Years resolution is to stop getting irrationally upset over Cara Delevingne??s goddam eyebrows. #NewYearsResolution #2015 #eyebrows;NaN;2014-12-31T13:28:00;2014-12-31;5,50403E+17;Chicago;IL;Central Time (US & Canada);Midwest
Humor about Helping Others Resolutions;female;brightidea21;Humor;0;But it??s soooo gooood ..  RT @parksandrecnbc: Fewer trips to Paunch Burger. #NewYearsResolution http://t.co/qdRYhYAqsb;NaN;2014-12-31T13:28:00;2014-12-31;5,50403E+17;Los Angeles, CA;CA;Alaska;West
Take a trip;male;shyunatown;Recreation & Leisure;0;$4000 away from my goal. I'll get there, slowly but surely. #Toronto i will be in you again. #NewYearsResolution;NaN;2014-12-31T13:28:00;2014-12-31;5,50403E+17;Los Angeles;CA;Eastern Time (US & Canada);West
Spend more time on my hobby;male;WhyILoveMikey;Recreation & Leisure;0;#newyearsresolution become a youtuber _???;NaN;2014-12-31T13:28:00;2014-12-31;5,50403E+17;Haille|| 18 Y.O|| Boston Mass;MA;NaN;Northeast
Make new friends;male;mrcreepingdeath;Family/Friends/Relationships;0;#NewYearsResolution  find real friends....;NaN;2014-12-31T13:27:00;2014-12-31;5,50403E+17;USA, NY;NY;NaN;Northeast
Humor about Career Resolutions;female;khristineCS;Humor;0;#newyearsresolution stop burning barbies;NaN;2014-12-31T13:27:00;2014-12-31;5,50403E+17;Troutdale,OR;OR;Pacific Time (US & Canada);West
Be more positive;female;AlalatheKatyCat;Personal Growth;0;@pewdiepie my #newyearsresolution is to become more perfect;NaN;2014-12-31T13:26:00;2014-12-31;5,50403E+17;Tulsa, Oklahoma;OK;NaN;South
Humor about Health and Fitness Resolutions;female;PolaBerber;Humor;0;@pewdiepie: #newyearsresolution become less perfect HECK YEAH! _???;NaN;2014-12-31T13:26:00;2014-12-31;5,50403E+17;Disneyland;FL;NaN;South
Run a half / full marathon;male;TheDonnieCC;Health & Fitness;0;Lame I know but my #NewYearsResolution is my #Streak32 - Run at least one mile for the first 32 days of my 32nd year. #fatnesstofitness;NaN;2014-12-31T13:26:00;2014-12-31;5,50403E+17;thecitybythebay;CA;Eastern Time (US & Canada);West
Humor about Personal Growth and Interests Resolutions;female;puppy_love74;Humor;0;@pewdiepie: #newyearsresolution become less perfect same thoughh;[40.1001684, -74.9636858];2014-12-31T13:26:00;2014-12-31;5,50403E+17;Philadelphia, PA;PA;NaN;Northeast
Be more positive;male;IGoThis_Hard;Personal Growth;0;My last night to get reckless_???_??? #NewYearsResolution;NaN;2014-12-31T13:26:00;2014-12-31;5,50403E+17;Wenatcheee, WA;WA;NaN;West
Humor about Education/Training Resolutions;male;bmurtel;Humor;0;#NewYearsResolution to use the word crotch more.;NaN;2014-12-31T13:25:00;2014-12-31;5,50402E+17;Buffalo;NY;Eastern Time (US & Canada);Northeast
Improve my appearance;female;RachelShadoan;Personal Growth;1;RT @emilylhauser: Suggested #NewYearsResolution The First:I will treat the fantastic machine that is my body with tenderness and respect.??_;NaN;2014-12-31T13:25:00;2014-12-31;5,50402E+17;Portland, OR;OR;Central Time (US & Canada);West
Re-organize;male;mfdoom14;Time Management/Organization;0;Spend less tweet more #NewYearsResolution;NaN;2014-12-31T13:25:00;2014-12-31;5,50402E+17;PA;PA;Pacific Time (US & Canada);Northeast
Acheive My Goals;female;theesassyprep;Personal Growth;0;#NewYearsResolution is a goal and I plan to stick to it!;NaN;2014-12-31T13:25:00;2014-12-31;5,50402E+17;South; of the Mason-Dixon;PA;Atlantic Time (Canada)
Northeast;Humor about Time Management/Organization Resolutions;male;TomAdmz;Humor;0;#NewYearsResolution ...what's yours? #keepitreal http://t.co/mH6mFTs3C6;NaN;2014-12-31T13:23:00;2014-12-31;5,50402E+17;LI NY;NY;Eastern Time (US & Canada)
Acheive My Goals;male;LouiesLoops;Personal Growth;0;My New Years resolutions so far are to 1) Stop losing all my socks 2) Learn to swing dance. #NewYearsResolution #HappyNewYear;NaN;2014-12-31T13:23:00;2014-12-31;5,50402E+17;San Francisco, CA;CA;NaN;West
Spend more time outside;male;Aegamin;Recreation & Leisure;0;#NewYearsResolution To get a next gen gaming system, damn it.;NaN;2014-12-31T13:23:00;2014-12-31;5,50402E+17;Dover, Delaware, USA;DE;Eastern Time (US & Canada);South
Make more money;male;yonidayan_;Career;0;#NewYearsResolution, using @mcuban #SharkTank method of giving ultimatum to stakeholders to ensure quick decisions rather than hesitations;NaN;2014-12-31T13:22:00;2014-12-31;5,50402E+17;Boston, MA;MA;Paris;Northeast
Other;female;v_r_lima;Humor;0;In 2015 I'm starting a jam band called Fluid Druids. Ask yourself: what's chiller than wearing robes?#NewYearsResolution;NaN;2014-12-31T13:22:00;2014-12-31;5,50402E+17;Hollywood, California;CA;Pacific Time (US & Canada);West
Humor about New Years;male;kr1spand;Humor;2;RT @fozarelli: #NewYearsResolution FUCK UP SOME COMMAS;NaN;2014-12-31T13:22:00;2014-12-31;5,50402E+17;FL;FL;NaN;South
Be More Fun;female;thesilver_doe;Personal Growth;0;Live my life like I'm Leslie Knope #NewYearsResolution;NaN;2014-12-31T13:22:00;2014-12-31;5,50402E+17;Pawnee;IN;Eastern Time (US & Canada);Midwest
Meditate;male;kb3yua;Health & Fitness;0;Yoga New Year??s Resolution - http://t.co/DGnd7Bh7uR #yoga #DDPYoga #NewYearsResolution #NewYear #NewYearsHealth #Livehealthy;NaN;2014-12-31T13:22:00;2014-12-31;5,50402E+17;Hawley PA;PA;Eastern Time (US & Canada);Northeast
Be more positive;female;serenashortcake;Personal Growth;1;Be more Blair be less Dan #NewYearsResolution;[36.2821866, -115.14665461];2014-12-31T13:21:00;2014-12-31;5,50401E+17;Nevada;NV;Pacific Time (US & Canada);West
Pay off bill(s);male;richquickfix;Finance;0;#NewYearsResolution 2015: More money. Same as 2014.;NaN;2014-12-31T13:21:00;2014-12-31;5,50401E+17;New York City;NY;NaN;Northeast
Eat healthier;female;RastaMarge;Health & Fitness;0;Had my last in n out burger yesterday and omy for my last @Starbucks #NewYearsResolution _???;[38.01552601, -121.10110654];2014-12-31T13:21:00;2014-12-31;5,50401E+17;Linden CA;CA;Pacific Time (US & Canada);West
Humor about Health and Fitness Resolutions;female;CockyTurtle;Humor;0;I was going to resolve to eat less ice cream in 2015, but maybe I should strive to eat more? #NewYearsResolution #icecream;NaN;2014-12-31T13:20:00;2014-12-31;5,50401E+17;Columbia, SC;SC;Atlantic Time (Canada);South
Humor about Health and Fitness Resolutions;male;Nerses_dJ;Humor;0;#NewYearsResolution drink no water #SaveWater;NaN;2014-12-31T13:19:00;2014-12-31;5,50401E+17;L.A. California;CA;NaN;West
Humor about Health and Fitness Resolutions;male;robbiephysique;Humor;0;Just got my workout in. Think I'm gonna take the rest of the year off #lol #NewYearsEve #NewYearsResolution #NYE2015 #fitness #fitspo;NaN;2014-12-31T13:19:00;2014-12-31;5,50401E+17;Merrillville, IN;IN;NaN;Midwest
Acheive My Goals;male;Nerses_dJ;Personal Growth;0;#NewYearsResolution Capture and raise a eagle;NaN;2014-12-31T13:18:00;2014-12-31;5,50401E+17;L.A. California;CA;NaN;West
Acheive My Goals;female;that_scorpio713;Personal Growth;6;RT @MzWellsh40: #NewYearsResolution have a glass of wine a day #Blendedroyalty;NaN;2014-12-31T13:17:00;2014-12-31;5,504E+17;Houston, TX;TX;NaN;South
Other;female;J_cast11;Humor;3;RT @ksmith_007: everyone's #NewYearsResolution should be to stop making stupid people famous;NaN;2014-12-31T13:16:00;2014-12-31;5,504E+17;michigan??;MI;Central Time (US & Canada);Midwest
Other;female;bkfarmyards;Health & Fitness;0;#newyearsresolution Learn yoga from my cat...how did he get his foot in his ear? http://t.co/D75HeJ62KJ;NaN;2014-12-31T13:15:00;2014-12-31;5,504E+17;Brooklyn, New York;NY;Quito;Northeast
Be more positive;male;Rafweezy_Jr;Personal Growth;0;8 hours &amp; 45 min left til the #NewYear  what's your #NewYearsResolution Mines to get rid of all the negative crap  &amp; make room to grow _??__?_?_?__;NaN;2014-12-31T13:15:00;2014-12-31;5,504E+17;Chicago, IL;IL
Get a tattoo;male;bobber85;Personal Growth;0;I resolve to be the best father that I can this year. #NewYearsResolution #DaddyToBe;[40.1649592, -76.2863912];2014-12-31T13:14:00;2014-12-31;5,504E+17;Lititz, PA;PA;NaN;Northeast
Humor about Health and Fitness Resolutions;male;716SportsGuy;Humor;1;My #NewYearsResolution is for Kevin Hart to never, ever speak again.;NaN;2014-12-31T13:14:00;2014-12-31;5,504E+17;Buffalo, NY;NY;NaN;Northeast
Hike more;male;WayneCook;Recreation & Leisure;0;#NewYearsResolution : Continue watching every episode of #MagnumPI that I started in 2014. #netflix #MyThirties;NaN;2014-12-31T13:14:00;2014-12-31;5,504E+17;New Jersey;NJ;Eastern Time (US & Canada);Northeast
Drink more water;female;MMOOOOONNI3;Health & Fitness;0;#NewYearsEve #NewYear #NewYearsResolution  #NotarizedBET stay in shape, more progress, graduate, lose weight, car, Deanslist,money #success;NaN;2014-12-31T13:13:00;2014-12-31;5,50399E+17;Opelousas;LA;Central Time (US & Canada);South
Other;female;RachelWeisel;Recreation & Leisure;0;My #NewYearsResolution? To read more. #2015;NaN;2014-12-31T13:13:00;2014-12-31;5,50399E+17;Washington, DC;DC;Eastern Time (US & Canada);South
Humor about Personal Growth and Interests Resolutions;male;Nerses_dJ;Humor;0;#NewYearsResolution Emotionally destroy McDonalds workers;NaN;2014-12-31T13:13:00;2014-12-31;5,50399E+17;L.A. California;CA;NaN;West
Humor about not Resolutions in general;female;jenna_mackey;Humor;0;Today I went to a beauty store for the first time AND decided to never go to a beauty store again! #NewYearsResolution;NaN;2014-12-31T13:12:00;2014-12-31;5,50399E+17;Columbus, Ohio;OH;Eastern Time (US & Canada);Midwest
Hike more;male;Nerses_dJ;Recreation & Leisure;0;#NewYearsResolution Buy a Porsche;NaN;2014-12-31T13:12:00;2014-12-31;5,50399E+17;L.A. California;CA;NaN;West
Focus on my self;male;kolenda23;Personal Growth;1;#NewYearsResolution to give no fucks.;[41.4630313, -90.498137];2014-12-31T13:11:00;2014-12-31;5,50399E+17;Fyre Lake, IL-Platteville, WI ;WI;NaN;Midwest
Humor about New Years;male;heartsindigital;Humor;0;#NewYearsResolution fart in a giraffe's face;NaN;2014-12-31T13:09:00;2014-12-31;5,50398E+17;texas;TX;Central Time (US & Canada);South
Study More;male;AlexHerbst25;Education/Training;0;#NYE2015 Resolution #21 - Only one semester of college at @PlymouthState left. Better make the most of it. #NewYearsResolution;NaN;2014-12-31T13:09:00;2014-12-31;5,50398E+17;Plymouth, New Hampshire;NH;Eastern Time (US & Canada);Northeast
Take a trip;female;abradley15;Recreation & Leisure;0;#NewYearsResolution: make it to @ThePinkPistolOK and treat myself to a root beer float.;NaN;2014-12-31T13:08:00;2014-12-31;5,50398E+17;Oklahoma City, OK;OK;Central Time (US & Canada);South
Spend more time on my hobby;male;GioPRO113;Recreation & Leisure;0;#NewYearsResolution watch more Simpsons#EverySimpsonsEver;[36.07191479, -115.30933407];2014-12-31T13:08:00;2014-12-31;5,50398E+17;Las Vegas, NV;NV;NaN;West
Other;male;Nerses_dJ;Personal Growth;0;#NewYearsResolution Stop global warming;NaN;2014-12-31T13:08:00;2014-12-31;5,50398E+17;L.A. California;CA;NaN;West
